Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Relationship_Status,Conflicts_Over_Social_Media,Unnamed: 11,Gender_num,Academic_Level_num,Country_num,Most_Used_Platform_num,Relationship_Status_num
263,21,Male,Undergraduate,Vietnam ,5.0,Instagram,0,7.0,Single,0.0,,1,0,10,2,0
264,24,Male,High School,Mexico,4.0,YouTube,0,6.0,Single,2.0,,1,2,0,4,0
265,20,Male,Undergraduate,Mexico,5.0,TikTok,0,7.0,Single,0.0,,1,0,0,3,0
266,20,Female,Graduate,Mexico,17.0,TikTok,1,13.0,Single,8.0,,0,1,0,3,0
267,21,Female,Undergraduate,Mexico,2.0,Instagram,1,8.0,Single,3.0,,0,0,0,2,0
268,13,Female,High School,Mexico,0.0,TikTok,1,8.0,Single,6.0,,0,2,0,3,0
269,13,Female,High School,Mexico,1.0,TikTok,1,8.0,Single,6.0,,0,2,0,3,0
270,20,Female,Undergraduate,Mexico,4.0,Instagram,0,8.0,In Relationship,0.0,,0,0,0,2,1
271,26,Female,High School,Mexico,10.0,WhatsApp,1,6.0,Single,3.0,,0,2,0,6,0
272,21,Female,High School,Mexico,3.0,WhatsApp,0,6.0,In Relationship,0.0,,0,2,0,6,1
273,20,Female,High School,Mexico,8.0,Instagram,1,7.0,Single,4.0,,0,2,0,2,0
274,21,Male,High School,Mexico,6.0,TikTok,0,7.0,In Relationship,0.0,,1,2,0,3,1
275,31,Female,High School,Mexico,24.0,WhatsApp,1,5.0,Single,3.0,,0,2,0,6,0
276,10,Male,High School,Mexico,3.0,YouTube,0,3.0,Single,1.0,,1,2,0,4,0
277,23,Male,High School,Mexico,8.0,TikTok,0,7.0,Single,0.0,,1,2,0,3,0
278,21,Female,High School,Mexico,10.0,WhatsApp,0,9.0,Single,0.0,,0,2,0,6,0
279,35,Female,High School,Mexico,5.0,Facebook,0,11.0,In Relationship,0.0,,0,2,0,1,1
280,27,Male,High School,Mexico ,24.0,Instagram,1,24.0,Complicated,10.0,,1,2,9,2,2
281,35,Female,High School,Mexico,0.0,Facebook,0,11.0,In Relationship,0.0,,0,2,0,1,1
282,27,Male,High School,Mexico ,14.0,Instagram,0,24.0,Complicated,2.0,,1,2,9,2,2
283,30,Female,High School,Mexico,5.0,TikTok,0,7.0,In Relationship,0.0,,0,2,0,3,1
284,33,Female,Undergraduate,Mexico,24.0,WhatsApp,0,10.0,In Relationship,0.0,,0,0,0,6,1
285,33,Female,Undergraduate,Mexico,15.0,WhatsApp,0,9.0,Single,0.0,,0,0,0,6,0
286,69,Female,High School,Mexico,5.0,WhatsApp,0,7.0,In Relationship,0.0,,0,2,0,6,1
287,56,Male,High School,Mexico ,1.0,Facebook,0,7.0,In Relationship,2.0,,1,2,9,1,1
288,31,Male,Undergraduate,Mexico,3.0,Facebook,0,6.0,In Relationship,0.0,,1,0,0,1,1
289,54,Female,High School,Mexico,5.0,WhatsApp,0,6.0,In Relationship,0.0,,0,2,0,6,1
290,69,Female,High School,Mexico,5.0,WhatsApp,0,7.0,In Relationship,0.0,,0,2,0,6,1
291,37,Female,Undergraduate,México ,24.0,WhatsApp,1,24.0,In Relationship,10.0,,0,0,11,6,1
292,37,Female,Undergraduate,México ,24.0,WhatsApp,1,24.0,In Relationship,10.0,,0,0,11,6,1
293,44,Female,Undergraduate,Mexico,2.0,WhatsApp,0,6.0,Single,0.0,,0,0,0,6,0
294,51,Male,High School,Mexico,0.0,YouTube,0,0.0,In Relationship,0.0,,1,2,0,4,1
295,20,Female,Undergraduate,Mexico,4.0,Instagram,0,5.0,Single,1.0,,0,0,0,2,0
296,18,Male,High School,Mexico,6.0,Instagram,0,7.0,Single,0.0,,1,2,0,2,0
297,37,Female,Undergraduate,México ,3.0,Facebook,0,6.0,In Relationship,0.0,,0,0,11,1,1
298,53,Male,Undergraduate,Mexico,0.0,WhatsApp,0,5.0,In Relationship,0.0,,1,0,0,6,1
299,42,Female,High School,México ,3.0,TikTok,0,8.0,Single,0.0,,0,2,11,3,0
300,33,Female,Undergraduate,Mexico,4.0,WhatsApp,0,8.0,In Relationship,0.0,,0,0,0,6,1
301,20,Male,Undergraduate,México ,5.0,YouTube,1,6.0,In Relationship,1.0,,1,0,11,4,1
302,38,Male,Undergraduate,México ,9.0,TikTok,1,6.0,In Relationship,0.0,,1,0,11,3,1
303,21,Female,Undergraduate,México,6.0,Instagram,0,8.0,Single,0.0,,0,0,12,2,0
304,34,Female,High School,Mexico,13.0,WhatsApp,1,6.0,In Relationship,0.0,,0,2,0,6,1
305,20,Female,High School,Mexico,5.0,WhatsApp,1,6.0,Complicated,2.0,,0,2,0,6,2
306,19,Male,High School,Mexico,5.0,YouTube,0,7.0,Single,0.0,,1,2,0,4,0
307,37,Female,Graduate,México ,2.0,WhatsApp,0,8.0,In Relationship,0.0,,0,1,11,6,1
308,44,Female,High School,México ,3.0,WhatsApp,0,13.0,Complicated,0.0,,0,2,11,6,2
309,25,Male,Undergraduate,Mexico,2.0,WhatsApp,0,8.0,Single,0.0,,1,0,0,6,0
310,21,Female,Undergraduate,Mexico,4.0,TikTok,0,6.0,In Relationship,0.0,,0,0,0,3,1
311,20,Female,Undergraduate,Mexico,3.0,Instagram,1,10.0,In Relationship,4.0,,0,0,0,2,1
312,63,Female,High School,México ,2.0,Facebook,1,5.0,Single,5.0,,0,2,11,1,0
313,26,Male,High School,Mexico,2.0,Instagram,0,9.0,Single,1.0,,1,2,0,2,0
314,41,Male,Undergraduate,México ,12.0,Facebook,1,23.0,Single,4.0,,1,0,11,1,0
315,45,Female,Undergraduate,Mexico,4.0,WhatsApp,0,8.0,In Relationship,0.0,,0,0,0,6,1
316,60,Female,High School,Mexico,2.0,Facebook,0,7.0,In Relationship,0.0,,0,2,0,1,1
317,52,Female,High School,Mexico,2.0,WhatsApp,0,7.0,In Relationship,1.0,,0,2,0,6,1
318,21,Female,High School,México,12.0,WhatsApp,1,8.0,Single,0.0,,0,2,12,6,0
319,35,Female,Undergraduate,Mexico,1.0,Facebook,0,6.0,In Relationship,1.0,,0,0,0,1,1
320,48,Female,Undergraduate,Mexico,2.0,WhatsApp,0,8.0,In Relationship,0.0,,0,0,0,6,1
321,21,Female,High School,México,5.0,WhatsApp,0,8.0,Single,0.0,,0,2,12,6,0
322,21,Female,High School,México,0.0,WhatsApp,0,8.0,Single,0.0,,0,2,12,6,0
323,38,Female,High School,Mexico,14.0,WhatsApp,1,4.0,In Relationship,0.0,,0,2,0,6,1
324,16,Female,High School,Mexico,1.0,WhatsApp,0,8.0,Single,0.0,,0,2,0,6,0
325,35,Female,Undergraduate,México ,4.0,Facebook,0,7.0,In Relationship,0.0,,0,0,11,1,1
326,20,Female,High School,México,4.0,TikTok,0,6.0,Single,1.0,,0,2,12,3,0
327,38,Female,High School,Mexico,4.0,Facebook,0,9.0,In Relationship,0.0,,0,2,0,1,1
328,48,Female,Undergraduate,Mexico,3.0,Facebook,0,8.0,In Relationship,0.0,,0,0,0,1,1
329,20,Female,High School,Mexico,6.0,YouTube,0,8.0,In Relationship,0.0,,0,2,0,4,1
330,20,Female,High School,Mexico,6.0,YouTube,0,8.0,In Relationship,0.0,,0,2,0,4,1
331,48,Male,Undergraduate,México,3.0,Facebook,0,10.0,In Relationship,0.0,,1,0,12,1,1
332,44,Female,High School,Mexico,2.0,TikTok,0,7.0,In Relationship,1.0,,0,2,0,3,1
333,44,Female,High School,Mexico,2.0,TikTok,0,7.0,In Relationship,1.0,,0,2,0,3,1
334,41,Male,Graduate,México ,4.0,WhatsApp,0,7.0,In Relationship,0.0,,1,1,11,6,1
335,20,Male,Undergraduate,Mexico,3.0,Instagram,1,4.0,Single,3.0,,1,0,0,2,0
336,32,Male,Undergraduate,Mexico,5.0,WhatsApp,0,0.0,Single,0.0,,1,0,0,6,0
337,45,Male,High School,México ,5.0,WhatsApp,1,1.0,In Relationship,5.0,,1,2,11,6,1
338,21,Female,Undergraduate,Mexico,5.0,TikTok,0,7.0,Single,0.0,,0,0,0,3,0
339,17,Female,High School,México ,24.0,TikTok,1,6.0,In Relationship,0.0,,0,2,11,3,1
340,30,Female,High School,Mexico,3.0,Facebook,0,7.0,Single,0.0,,0,2,0,1,0
341,42,Female,Undergraduate,México,2.0,Facebook,0,4.0,In Relationship,0.0,,0,0,12,1,1
342,33,Female,High School,Mexico,3.0,WhatsApp,1,7.0,Single,4.0,,0,2,0,6,0
343,23,Male,Undergraduate,Mexico,4.0,YouTube,0,9.0,In Relationship,0.0,,1,0,0,4,1
344,35,Male,Undergraduate,México ,2.0,YouTube,0,6.0,In Relationship,0.0,,1,0,11,4,1
345,20,Male,Undergraduate,Mexico,5.0,Facebook,0,7.0,In Relationship,0.0,,1,0,0,1,1
346,49,Female,High School,Mexico,13.0,WhatsApp,1,0.0,Single,0.0,,0,2,0,6,0
347,40,Female,Undergraduate,México ,3.0,TikTok,0,8.0,In Relationship,1.0,,0,0,11,3,1
348,31,Female,High School,Mexico,5.0,WhatsApp,1,5.0,In Relationship,2.0,,0,2,0,6,1
349,35,Male,High School,Mexico,10.0,Instagram,1,8.0,In Relationship,4.0,,1,2,0,2,1
350,21,Female,Undergraduate,México ,8.0,TikTok,0,7.0,Single,0.0,,0,0,11,3,0
351,21,Female,Undergraduate,México ,8.0,TikTok,0,7.0,Single,0.0,,0,0,11,3,0
352,66,Female,High School,Mexico,6.0,WhatsApp,0,9.0,In Relationship,0.0,,0,2,0,6,1
353,19,Female,Undergraduate,Peru,5.0,TikTok,1,6.0,Single,1.0,,0,0,13,3,0
354,33,Female,Undergraduate,Mexico,11.0,Facebook,0,22.0,In Relationship,0.0,,0,0,0,1,1
355,22,Male,High School,México ,6.0,Twitter,1,6.0,Single,0.0,,1,2,11,0,0
356,33,Female,High School,México ,10.0,WhatsApp,1,7.0,In Relationship,4.0,,0,2,11,6,1
357,23,Female,High School,Vietnam,11.0,TikTok,1,17.0,In Relationship,7.0,,0,2,14,3,1
358,41,Female,High School,Mexico,2.0,TikTok,1,7.0,In Relationship,3.0,,0,2,0,3,1
359,18,Female,Undergraduate,Mexico,4.0,Instagram,1,7.0,Single,2.0,,0,0,0,2,0
360,22,Female,Undergraduate,Mexico,5.0,Instagram,1,7.0,Single,7.0,,0,0,0,2,0
361,20,Female,Undergraduate,Mexico,4.0,TikTok,1,7.0,Single,7.0,,0,0,0,3,0
362,18,Male,Undergraduate,Mexico,2.0,TikTok,0,7.0,Complicated,5.0,,1,0,0,3,2
363,16,Female,High School,Mexico,3.0,Facebook,1,6.0,Single,4.0,,0,2,0,1,0
364,16,Male,High School,Mexico,4.0,Twitter,1,6.0,Single,1.0,,1,2,0,0,0
365,24,Male,Undergraduate,Mexico,3.0,Twitter,0,8.0,Single,5.0,,1,0,0,0,0
366,17,Male,High School,Mexico,4.0,TikTok,0,5.0,Single,4.0,,1,2,0,3,0
367,21,Male,Undergraduate,Mexico,2.0,TikTok,1,6.0,Single,4.0,,1,0,0,3,0
368,25,Male,Undergraduate,Mexico,3.0,TikTok,1,6.0,In Relationship,3.0,,1,0,0,3,1
369,23,Female,Undergraduate,Mexico,5.0,Facebook,1,8.0,In Relationship,2.0,,0,0,0,1,1
370,21,Female,Undergraduate,Mexico,4.0,TikTok,0,7.0,Single,3.0,,0,0,0,3,0
371,23,Female,Undergraduate,Mexico,4.0,TikTok,0,6.0,Single,8.0,,0,0,0,3,0
372,18,Male,Undergraduate,Mexico,3.0,TikTok,0,9.0,Single,7.0,,1,0,0,3,0
373,20,Male,Undergraduate,Mexico,3.0,TikTok,0,7.0,Single,4.0,,1,0,0,3,0
374,23,Male,Undergraduate,Mexico,4.0,Facebook,0,6.0,Single,4.0,,1,0,0,1,0
375,21,Male,Undergraduate,Mexico,5.0,Facebook,1,6.0,Single,9.0,,1,0,0,1,0
376,20,Male,Undergraduate,Mexico,5.0,Twitter,0,8.0,Single,4.0,,1,0,0,0,0
377,25,Female,Undergraduate,Mexico,4.0,Instagram,0,7.0,Complicated,6.0,,0,0,0,2,2
378,19,Female,Undergraduate,Mexico,4.0,Instagram,0,9.0,Single,7.0,,0,0,0,2,0
379,16,Female,Undergraduate,Mexico,4.0,Facebook,0,5.0,Single,5.0,,0,0,0,1,0
380,16,Female,Undergraduate,Mexico,5.0,Facebook,1,8.0,Single,7.0,,0,0,0,1,0
381,19,Female,Undergraduate,Mexico,2.0,YouTube,0,8.0,Single,7.0,,0,0,0,4,0
382,21,Female,Undergraduate,Mexico,5.0,Instagram,1,7.0,Single,3.0,,0,0,0,2,0
383,21,Male,Undergraduate,Mexico,2.0,Instagram,1,6.0,Single,5.0,,1,0,0,2,0
384,20,Male,Undergraduate,Mexico,4.0,Instagram,0,8.0,In Relationship,5.0,,1,0,0,2,1
385,24,Female,Undergraduate,Mexico,2.0,Instagram,0,8.0,Single,4.0,,0,0,0,2,0
386,20,Female,Undergraduate,Mexico,5.0,YouTube,1,5.0,Single,7.0,,0,0,0,4,0
387,22,Male,Undergraduate,Mexico,3.0,Instagram,1,7.0,Single,5.0,,1,0,0,2,0
388,25,Male,Undergraduate,Mexico,4.0,Instagram,0,6.0,Single,2.0,,1,0,0,2,0
389,20,Female,Undergraduate,Mexico,2.0,Facebook,0,5.0,Single,2.0,,0,0,0,1,0
390,23,Male,Undergraduate,Mexico,2.0,TikTok,0,8.0,Complicated,4.0,,1,0,0,3,2
391,21,Female,Undergraduate,Mexico,3.0,TikTok,0,8.0,Complicated,7.0,,0,0,0,3,2
392,21,Female,Undergraduate,Mexico,3.0,TikTok,1,9.0,Single,3.0,,0,0,0,3,0
393,21,Female,Undergraduate,Mexico,4.0,Twitter,1,8.0,Single,1.0,,0,0,0,0,0
394,22,Male,Undergraduate,Mexico,2.0,YouTube,0,4.0,Single,5.0,,1,0,0,4,0
395,27,Male,Graduate,Mexico,2.0,Instagram,0,8.0,In Relationship,1.0,,1,1,0,2,1
396,22,Female,Undergraduate,Mexico,4.0,TikTok,0,9.0,In Relationship,4.0,,0,0,0,3,1
397,20,Male,Undergraduate,Mexico,2.0,TikTok,1,8.0,Single,1.0,,1,0,0,3,0
398,23,Female,Undergraduate,Mexico,4.0,TikTok,0,6.0,Single,4.0,,0,0,0,3,0
399,22,Male,Undergraduate,Mexico,3.0,Twitter,0,8.0,Single,2.0,,1,0,0,0,0
400,20,Female,Undergraduate,Mexico,4.0,TikTok,0,7.0,Single,7.0,,0,0,0,3,0
401,18,Male,Undergraduate,Mexico,4.0,YouTube,0,7.0,Single,0.0,,1,0,0,4,0
402,21,Female,Undergraduate,Mexico,3.0,YouTube,0,8.0,Single,4.0,,0,0,0,4,0
403,19,Female,Undergraduate,Mexico,4.0,Twitter,0,8.0,In Relationship,9.0,,0,0,0,0,1
404,22,Male,Undergraduate,Mexico,6.0,Facebook,1,8.0,Complicated,3.0,,1,0,0,1,2
405,20,Female,Undergraduate,Mexico,3.0,Facebook,1,6.0,Single,5.0,,0,0,0,1,0
406,21,Male,Undergraduate,Mexico,4.0,Facebook,1,6.0,Complicated,7.0,,1,0,0,1,2
407,17,Female,High School,Mexico,6.0,Facebook,1,5.0,Single,5.0,,0,2,0,1,0
408,18,Male,Undergraduate,Mexico,3.0,Facebook,0,5.0,Single,7.0,,1,0,0,1,0
409,24,Female,Undergraduate,Mexico,2.0,Facebook,0,5.0,Single,3.0,,0,0,0,1,0
410,24,Male,Undergraduate,Mexico,5.0,YouTube,1,7.0,Single,3.0,,1,0,0,4,0
411,20,Female,Undergraduate,Mexico,9.0,Facebook,0,8.0,Single,3.0,,0,0,0,1,0
412,25,Female,Undergraduate,Mexico,2.0,TikTok,0,7.0,Single,3.0,,0,0,0,3,0
413,18,Female,Undergraduate,Mexico,5.0,TikTok,0,7.0,Complicated,5.0,,0,0,0,3,2
414,24,Female,Undergraduate,Mexico,6.0,Instagram,1,9.0,Complicated,2.0,,0,0,0,2,2
415,25,Female,Undergraduate,Mexico,4.0,TikTok,0,6.0,Single,7.0,,0,0,0,3,0
416,21,Male,Undergraduate,Mexico,3.0,Facebook,0,5.0,Single,6.0,,1,0,0,1,0
417,17,Male,High School,Mexico,3.0,TikTok,1,3.0,Single,2.0,,1,2,0,3,0
418,20,Female,Undergraduate,Mexico,3.0,TikTok,1,9.0,Single,3.0,,0,0,0,3,0
419,24,Male,Undergraduate,Mexico,5.0,TikTok,1,5.0,Complicated,6.0,,1,0,0,3,2
420,21,Male,Undergraduate,Mexico,1.0,TikTok,1,4.0,Single,3.0,,1,0,0,3,0
421,25,Male,Undergraduate,Mexico,5.0,Twitter,1,4.0,In Relationship,5.0,,1,0,0,0,1
422,19,Male,Undergraduate,Mexico,4.0,Instagram,1,6.0,In Relationship,4.0,,1,0,0,2,1
423,17,Male,High School,Mexico,3.0,Instagram,0,10.0,Single,1.0,,1,2,0,2,0
424,19,Female,Undergraduate,Mexico,5.0,TikTok,0,6.0,In Relationship,4.0,,0,0,0,3,1
425,15,Male,Middle School,Mexico,5.0,Twitter,0,7.0,Single,6.0,,1,4,0,0,0
426,21,Male,Undergraduate,Mexico,4.0,TikTok,1,3.0,Single,6.0,,1,0,0,3,0
427,13,Female,Middle School,Mexico,6.0,Instagram,0,3.0,Single,8.0,,0,4,0,2,0
428,20,Female,Undergraduate,Mexico,2.0,TikTok,1,4.0,Single,4.0,,0,0,0,3,0
429,21,Female,Undergraduate,Mexico,2.0,YouTube,1,6.0,In Relationship,1.0,,0,0,0,4,1
430,21,Male,Undergraduate,Mexico,1.0,YouTube,1,6.0,In Relationship,3.0,,1,0,0,4,1
431,13,Male,Middle School,Mexico,5.0,Twitter,0,8.0,Complicated,1.0,,1,4,0,0,2
432,19,Male,Undergraduate,Mexico,2.0,YouTube,0,6.0,In Relationship,4.0,,1,0,0,4,1
433,21,Female,Undergraduate,Mexico,5.0,YouTube,0,5.0,Single,8.0,,0,0,0,4,0
434,19,Female,Undergraduate,Mexico,7.0,Facebook,0,3.0,Complicated,6.0,,0,0,0,1,2
435,19,Female,Undergraduate,Mexico,4.0,Twitter,1,6.0,Complicated,8.0,,0,0,0,0,2
436,16,Female,High School,Mexico,6.0,TikTok,0,9.0,Single,8.0,,0,2,0,3,0
437,21,Male,Undergraduate,Mexico,3.0,YouTube,1,9.0,Complicated,6.0,,1,0,0,4,2
438,21,Female,Undergraduate,Mexico,7.0,YouTube,0,5.0,Single,9.0,,0,0,0,4,0
439,21,Female,Undergraduate,Mexico,3.0,YouTube,1,8.0,Single,5.0,,0,0,0,4,0
440,21,Male,Undergraduate,Mexico,4.0,TikTok,0,8.0,Complicated,3.0,,1,0,0,3,2
441,21,Male,Undergraduate,Mexico,6.0,TikTok,0,9.0,Single,8.0,,1,0,0,3,0
442,21,Female,Undergraduate,Mexico,2.0,TikTok,1,7.0,Single,6.0,,0,0,0,3,0
443,19,Male,Undergraduate,Mexico,4.0,TikTok,0,6.0,Single,6.0,,1,0,0,3,0
444,20,Female,Undergraduate,Mexico,8.0,Facebook,1,7.0,Single,8.0,,0,0,0,1,0
445,21,Male,Undergraduate,Mexico,1.0,YouTube,0,8.0,In Relationship,0.0,,1,0,0,4,1
446,19,Male,Undergraduate,Mexico,4.0,Twitter,0,8.0,Complicated,7.0,,1,0,0,0,2
447,15,Female,Middle School,Mexico,1.0,TikTok,1,6.0,Single,9.0,,0,4,0,3,0
448,25,Male,Undergraduate,Mexico,6.0,Facebook,1,8.0,Single,6.0,,1,0,0,1,0
449,18,Female,Undergraduate,Mexico,6.0,TikTok,1,6.0,Single,2.0,,0,0,0,3,0
450,21,Female,Undergraduate,Mexico,1.0,Instagram,1,5.0,Single,7.0,,0,0,0,2,0
451,20,Female,Undergraduate,Mexico,3.0,Instagram,1,6.0,Single,2.0,,0,0,0,2,0
452,21,Male,Undergraduate,Mexico,4.0,TikTok,1,6.0,Single,4.0,,1,0,0,3,0
453,15,Male,Middle School,Mexico,4.0,TikTok,1,8.0,Single,8.0,,1,4,0,3,0
454,13,Female,Middle School,Mexico,4.0,Instagram,0,9.0,Single,5.0,,0,4,0,2,0
455,21,Male,Undergraduate,Mexico,3.0,Facebook,0,7.0,Single,2.0,,1,0,0,1,0
456,20,Male,Undergraduate,Mexico,3.0,Facebook,0,9.0,Single,4.0,,1,0,0,1,0
457,20,Female,Undergraduate,Mexico,2.0,YouTube,1,6.0,Single,2.0,,0,0,0,4,0
458,21,Male,Undergraduate,Mexico,5.0,TikTok,0,7.0,Single,8.0,,1,0,0,3,0
459,16,Male,High School,Mexico,5.0,TikTok,0,8.0,Complicated,3.0,,1,2,0,3,2
460,21,Male,Undergraduate,Mexico,3.0,Facebook,1,8.0,Complicated,9.0,,1,0,0,1,2
461,21,Female,Undergraduate,Mexico,8.0,Facebook,0,7.0,In Relationship,3.0,,0,0,0,1,1
462,17,Male,High School,Mexico,2.0,TikTok,0,6.0,Complicated,7.0,,1,2,0,3,2
463,19,Male,Undergraduate,Mexico,5.0,Instagram,0,9.0,In Relationship,4.0,,1,0,0,2,1
464,21,Female,Undergraduate,Mexico,1.0,Instagram,1,9.0,Single,4.0,,0,0,0,2,0
465,20,Female,Undergraduate,Mexico,6.0,TikTok,0,7.0,Single,5.0,,0,0,0,3,0
466,19,Male,Undergraduate,Mexico,7.0,YouTube,1,4.0,Single,5.0,,1,0,0,4,0
467,21,Female,Undergraduate,Mexico,2.0,TikTok,1,8.0,Single,8.0,,0,0,0,3,0
468,14,Female,Middle School,Mexico,4.0,YouTube,1,8.0,Single,2.0,,0,4,0,4,0
469,19,Male,Undergraduate,Mexico,4.0,Facebook,1,10.0,Single,3.0,,1,0,0,1,0
470,21,Female,Undergraduate,Mexico,2.0,Instagram,0,8.0,Complicated,3.0,,0,0,0,2,2
471,16,Female,High School,Mexico,4.0,Instagram,0,7.0,In Relationship,5.0,,0,2,0,2,1
472,21,Male,High School,Mexico,4.5,TikTok,1,6.0,Single,1.0,,1,2,0,3,0
473,27,Male,Undergraduate,Mexico,2.0,YouTube,0,7.0,In Relationship,0.0,,1,0,0,4,1
474,21,Female,High School,Mexico,4.5,Instagram,1,5.0,Single,0.0,,0,2,0,2,0
475,21,Female,High School,Mexico,4.5,Instagram,1,5.0,Single,0.0,,0,2,0,2,0
476,20,Male,Undergraduate,Mexico,5.0,WhatsApp,0,5.0,Single,0.0,,1,0,0,6,0
477,21,Male,Undergraduate,Mexico,4.5,Facebook,0,6.5,Single,0.0,,1,0,0,1,0
478,21,Male,Undergraduate,Mexico,2.0,YouTube,0,7.0,In Relationship,0.0,,1,0,0,4,1
479,21,Male,Undergraduate,Mexico,4.0,WhatsApp,0,7.0,Single,0.0,,1,0,0,6,0
480,20,Female,High School,Mexico,3.0,TikTok,0,7.0,Single,0.0,,0,2,0,3,0
481,34,Male,Graduate,Mexico,8.5,Instagram,0,8.0,In Relationship,0.0,,1,1,0,2,1
482,22,Male,High School,Mexico,6.5,TikTok,0,5.5,Complicated,1.0,,1,2,0,3,2
483,21,Female,Undergraduate,Mexico,5.5,Instagram,1,7.0,In Relationship,2.0,,0,0,0,2,1
484,26,Male,Graduate,Mexico,3.0,Facebook,0,6.0,Single,0.0,,1,1,0,1,0
485,21,Female,Undergraduate,Mexico,4.0,Facebook,0,6.5,Single,1.0,,0,0,0,1,0
486,21,Female,High School,Mexico,7.0,Instagram,0,6.5,Complicated,5.0,,0,2,0,2,2
487,20,Male,High School,Mexico,1.5,Facebook,0,7.0,In Relationship,0.0,,1,2,0,1,1
488,20,Female,High School,Mexico,3.0,Instagram,1,6.0,Single,0.0,,0,2,0,2,0
489,20,Male,Undergraduate,Mexico,2.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
490,22,Female,High School,Mexico,4.5,TikTok,0,9.5,In Relationship,0.0,,0,2,0,3,1
491,24,Male,Undergraduate,Mexico,3.0,WhatsApp,0,6.0,Complicated,0.0,,1,0,0,6,2
492,21,Male,High School,Mexico,5.0,TikTok,0,6.0,Single,0.0,,1,2,0,3,0
493,21,Male,High School,Mexico,4.5,WhatsApp,0,7.0,Single,1.0,,1,2,0,6,0
494,24,Male,High School,Mexico,8.0,TikTok,1,5.5,In Relationship,4.0,,1,2,0,3,1
495,21,Male,High School,Mexico,6.0,WhatsApp,0,7.0,Complicated,0.0,,1,2,0,6,2
496,18,Male,High School,Mexico,3.0,YouTube,1,7.0,Single,0.0,,1,2,0,4,0
497,25,Female,High School,Mexico,2.5,WhatsApp,0,7.5,Single,1.0,,0,2,0,6,0
498,20,Male,Undergraduate,Mexico,4.0,LinkedIn,0,5.0,Single,0.0,,1,0,0,5,0
499,25,Female,Undergraduate,Mexico,3.5,TikTok,0,7.0,Single,0.0,,0,0,0,3,0
500,22,Male,Graduate,Mexico,5.5,TikTok,1,6.5,Single,0.0,,1,1,0,3,0
501,20,Male,Undergraduate,Mexico,2.0,WhatsApp,0,7.5,In Relationship,0.0,,1,0,0,6,1
502,25,Male,Undergraduate,Mexico,1.0,Instagram,0,6.0,In Relationship,0.0,,1,0,0,2,1
503,21,Male,Undergraduate,Mexico,5.0,TikTok,1,4.0,Single,0.0,,1,0,0,3,0
504,17,Male,High School,Mexico,5.0,Instagram,0,7.0,Single,0.0,,1,2,0,2,0
505,21,Male,Undergraduate,Mexico,5.0,TikTok,0,5.0,Single,0.0,,1,0,0,3,0
506,20,Male,High School,Mexico,3.0,Instagram,0,7.0,Single,0.0,,1,2,0,2,0
507,22,Male,High School,Bolivia,2.0,YouTube,0,8.5,In Relationship,1.0,,1,2,6,4,1
508,25,Male,Undergraduate,USA,3.0,Facebook,0,8.0,In Relationship,1.0,,1,0,2,1,1
509,21,Male,Undergraduate,Mexico,8.5,Instagram,1,7.0,Single,4.0,,1,0,0,2,0
510,21,Male,High School,Mexico,2.0,TikTok,0,7.5,Single,1.0,,1,2,0,3,0
511,28,Male,Undergraduate,Austria,0.5,LINE,0,1.0,Single,0.0,,1,0,15,8,0
512,22,Male,Undergraduate,Mexico,4.0,TikTok,1,5.0,Complicated,0.0,,1,0,0,3,2
513,21,Male,Undergraduate,Mexico,3.0,WhatsApp,0,4.0,Single,0.0,,1,0,0,6,0
514,23,Male,Elementary School,Afghanistan,5.0,Instagram,1,7.0,Single,0.0,,1,5,16,2,0
515,23,Male,Elementary School,Afghanistan,5.0,Instagram,1,7.0,Single,0.0,,1,5,16,2,0
516,23,Male,Elementary School,Bhutan,5.0,Instagram,1,7.0,Single,0.0,,1,5,17,2,0
517,21,Male,Undergraduate,Mexico,3.0,WhatsApp,1,6.0,Single,1.0,,1,0,0,6,0
518,21,Male,High School,Mexico,2.0,TikTok,0,6.5,Single,0.0,,1,2,0,3,0
519,24,Female,Undergraduate,Mexico,4.0,TikTok,0,7.0,Single,5.0,,0,0,0,3,0
520,37,Female,High School,Mexico,4.0,WhatsApp,0,6.0,In Relationship,0.0,,0,2,0,6,1
521,22,Female,Middle School,Ecuador,2.0,Instagram,0,7.0,Single,2.0,,0,4,4,2,0
522,23,Female,Undergraduate,Mexico,6.0,WhatsApp,1,5.0,Single,0.0,,0,0,0,6,0
523,25,Male,Undergraduate,Mexico,6.0,Facebook,0,7.0,Single,0.0,,1,0,0,1,0
524,25,Male,Undergraduate,Mexico,3.0,Facebook,0,7.5,Single,0.0,,1,0,0,1,0
525,21,Male,Undergraduate,Mexico,3.0,TikTok,0,7.5,In Relationship,1.0,,1,0,0,3,1
526,21,Female,High School,Mexico,1.0,Instagram,0,5.5,In Relationship,1.0,,0,2,0,2,1
527,21,Female,Undergraduate,Mexico,3.0,TikTok,1,8.0,Single,4.0,,0,0,0,3,0
528,23,Female,Undergraduate,Colombia,3.5,TikTok,0,8.0,Single,0.0,,0,0,18,3,0
